0.000000000000000000e+00,9.694610238075256348e-01,8.069869279861450195e-01
1.000000000000000000e+00,9.450573921203613281e-01,1.408483266830444336e+00
2.000000000000000000e+00,9.277617931365966797e-01,7.931776046752929688e-01
3.000000000000000000e+00,8.980555534362792969e-01,9.621796607971191406e-01
4.000000000000000000e+00,8.931764960289001465e-01,7.311322093009948730e-01
5.000000000000000000e+00,8.985482454299926758e-01,9.220914244651794434e-01
6.000000000000000000e+00,8.648248314857482910e-01,6.847480535507202148e-01
7.000000000000000000e+00,8.456884622573852539e-01,6.809667944908142090e-01
8.000000000000000000e+00,8.558252453804016113e-01,7.183083295822143555e-01
9.000000000000000000e+00,8.226764798164367676e-01,9.882164597511291504e-01
1.000000000000000000e+01,8.004796504974365234e-01,7.655999064445495605e-01
1.100000000000000000e+01,8.360368609428405762e-01,6.877499818801879883e-01
1.200000000000000000e+01,8.205722570419311523e-01,8.576128482818603516e-01
1.300000000000000000e+01,8.258004784584045410e-01,1.018168449401855469e+00
1.400000000000000000e+01,8.171073198318481445e-01,7.477469444274902344e-01
1.500000000000000000e+01,7.913156747817993164e-01,7.029792666435241699e-01
1.600000000000000000e+01,7.841640710830688477e-01,6.578769087791442871e-01
1.700000000000000000e+01,7.922762632369995117e-01,7.803755998611450195e-01
1.800000000000000000e+01,7.772378325462341309e-01,8.040622472763061523e-01
1.900000000000000000e+01,7.627281546592712402e-01,8.824462294578552246e-01
2.000000000000000000e+01,7.641321420669555664e-01,7.086357474327087402e-01
2.100000000000000000e+01,7.524918317794799805e-01,7.087658643722534180e-01
2.200000000000000000e+01,7.432951927185058594e-01,8.525843024253845215e-01
2.300000000000000000e+01,7.482236027717590332e-01,6.870354413986206055e-01
2.400000000000000000e+01,7.374316453933715820e-01,6.823344826698303223e-01
2.500000000000000000e+01,7.439304590225219727e-01,7.307105064392089844e-01
2.600000000000000000e+01,7.244013547897338867e-01,8.184393048286437988e-01
2.700000000000000000e+01,7.359368205070495605e-01,7.470692992210388184e-01
2.800000000000000000e+01,7.208832502365112305e-01,7.011238932609558105e-01
2.900000000000000000e+01,7.127752900123596191e-01,6.783943176269531250e-01
3.000000000000000000e+01,7.176981568336486816e-01,6.984492540359497070e-01
3.100000000000000000e+01,7.153723835945129395e-01,9.928526878356933594e-01
3.200000000000000000e+01,7.073178291320800781e-01,6.663517355918884277e-01
3.300000000000000000e+01,7.063920497894287109e-01,6.520556807518005371e-01
3.400000000000000000e+01,7.047830820083618164e-01,9.240148067474365234e-01
3.500000000000000000e+01,6.987032294273376465e-01,7.041792869567871094e-01
3.600000000000000000e+01,7.010487318038940430e-01,7.048497796058654785e-01
3.700000000000000000e+01,6.942162513732910156e-01,8.218280673027038574e-01
3.800000000000000000e+01,6.908262372016906738e-01,7.844892740249633789e-01
3.900000000000000000e+01,7.008919715881347656e-01,7.158954143524169922e-01
4.000000000000000000e+01,6.883864402770996094e-01,7.290612459182739258e-01
4.100000000000000000e+01,6.897979974746704102e-01,7.045553326606750488e-01
4.200000000000000000e+01,6.840108633041381836e-01,8.443161845207214355e-01
4.300000000000000000e+01,6.827566623687744141e-01,6.495252251625061035e-01
4.400000000000000000e+01,6.786249279975891113e-01,7.042733430862426758e-01
4.500000000000000000e+01,6.864475607872009277e-01,7.974254488945007324e-01
4.600000000000000000e+01,6.798720359802246094e-01,6.732726097106933594e-01
4.700000000000000000e+01,6.774606108665466309e-01,6.452193260192871094e-01
4.800000000000000000e+01,6.791592836380004883e-01,6.596229672431945801e-01
4.900000000000000000e+01,6.757871508598327637e-01,8.481237888336181641e-01
